GROUP,CONAME,DIST,DISTNAME,FARAT0019,RK0019,FARAT0119,RK0119
A. K-6,,,K-6 Average,15.3,,15.1,
A. K-6,BERGEN,1270,EDGEWATER BORO,16.1,22,12.7,39
A. K-6,BERGEN,3870,ORADELL BORO,14.1,35,14.4,30
A. K-6,BERGEN,4410,RIVER EDGE BORO,18.1,13,18.5,10
A. K-6,BERGEN,4620,SADDLE RIVER BORO,6.7,56,6.7,56
A. K-6,BURLINGTON,200,BASS RIVER TWP,14.3,33,14.6,28
A. K-6,BURLINGTON,830,CHESTERFIELD TWP,11.5,41,12.2,42
A. K-6,BURLINGTON,2960,MANSFIELD TWP,15.3,27,15.3,25
A. K-6,BURLINGTON,3650,NORTH HANOVER TWP,16.3,21,16.6,18
A. K-6,BURLINGTON,5010,SPRINGFIELD TWP,10.3,48,10.6,48
A. K-6,CAMDEN,2540,LAUREL SPRINGS BORO,18.4,12,16.3,20
A. K-6,CAMDEN,5560,WATERFORD TWP,14.9,31,18.8,8
A. K-6,CAPE MAY,710,CAPE MAY CITY,11.2,44,12.1,43
A. K-6,CAPE MAY,2840,LOWER TWP,26.4,1,22.8,3
A. K-6,CAPE MAY,4700,SEA ISLE CITY,15,30,13.3,36
A. K-6,CAPE MAY,5610,WEST CAPE MAY BORO,4.1,59,4.3,60
A. K-6,ESSEX,1400,ESSEX FELLS BORO,15.3,27,15,26
A. K-6,ESSEX,1465,FAIRFIELD TWP,15.4,26,15.5,24
A. K-6,ESSEX,3630,NORTH CALDWELL BORO,17.7,14,18,12
A. K-6,ESSEX,4530,ROSELAND BORO,15.5,25,16,23
A. K-6,GLOUCESTER,1180,EAST GREENWICH TWP,16.6,19,14.9,27
A. K-6,GLOUCESTER,1330,ELK TWP,18.6,9,17.9,13
A. K-6,GLOUCESTER,1590,FRANKLIN TWP,15.7,23,16.9,16
A. K-6,GLOUCESTER,2070,HARRISON TWP,18.5,11,18.1,11
A. K-6,GLOUCESTER,2990,MANTUA TWP,25.9,2,18.9,7
A. K-6,GLOUCESTER,3490,NATIONAL PARK BORO,8.9,52,14.1,32
A. K-6,GLOUCESTER,4880,SOUTH HARRISON TWP,10.1,51,12.4,41
A. K-6,GLOUCESTER,5120,SWEDESBORO-WOOLWICH,19.5,8,20.2,6
A. K-6,GLOUCESTER,5590,WENONAH BORO,23,3,23.1,2
A. K-6,GLOUCESTER,5740,WESTVILLE BORO,14.2,34,7.6,54
A. K-6,GLOUCESTER,5870,WOODBURY HEIGHTS BORO,17.1,15,16.4,19
A. K-6,HUNTERDON,2530,LAMBERTVILLE CITY,8.4,53,9,52
A. K-6,HUNTERDON,2590,LEBANON BORO,13.2,36,13.7,35
A. K-6,HUNTERDON,5050,STOCKTON BORO,6.1,58,6.1,58
A. K-6,HUNTERDON,5600,WEST AMWELL TWP,12.8,39,12.8,38
A. K-6,MONMOUTH,130,ATLANTIC HIGHLANDS BORO,11.2,44,11.7,44
A. K-6,MONMOUTH,2160,HIGHLANDS BORO,6.2,57,6.3,57
A. K-6,MONMOUTH,4520,ROOSEVELT BORO,4,60,5.3,59
A. K-6,MORRIS,3240,MINE HILL TWP,21.4,5,23.6,1
A. K-6,OCEAN,230,BEACH HAVEN BORO,10.3,48,10.1,50
A. K-6,OCEAN,320,BERKELEY TWP,21.4,5,17.2,14
A. K-6,OCEAN,1150,EAGLESWOOD TWP,7.9,55,7.4,55
A. K-6,OCEAN,2350,ISLAND HEIGHTS BORO,11.4,42,11.5,46
A. K-6,OCEAN,2690,LITTLE EGG HARBOR TWP,15.6,24,16.3,20
A. K-6,OCEAN,2760,LONG BEACH ISLAND,11.4,42,12.5,40
A. K-6,OCEAN,3800,OCEAN GATE BORO,10.5,47,10.5,49
A. K-6,OCEAN,3820,OCEAN TWP,17.1,15,16.9,16
A. K-6,OCEAN,4710,SEASIDE HEIGHTS BORO,22.5,4,21.7,5
A. K-6,OCEAN,5020,STAFFORD TWP,16.7,18,17,15
A. K-6,OCEAN,5220,TUCKERTON BORO,16.8,17,16.3,20
A. K-6,SUSSEX,1630,FREDON TWP,10.3,48,9.6,51
A. K-6,SUSSEX,1980,HAMPTON TWP,13.2,36,14.4,30
A. K-6,SUSSEX,4650,SANDYSTON-WALPACK TWP,18.6,9,18.6,9
A. K-6,SUSSEX,5040,STILLWATER TWP,13.2,36,12.9,37
A. K-6,WARREN,400,BLAIRSTOWN TWP,11.6,40,11.7,44
A. K-6,WARREN,1620,FRANKLIN TWP,11.2,44,13.8,33
A. K-6,WARREN,1670,FRELINGHUYSEN TWP,8.4,53,8.9,53
A. K-6,WARREN,2470,KNOWLTON TWP,15.3,27,10.9,47
A. K-6,WARREN,2970,MANSFIELD TWP,21.4,5,21.9,4
A. K-6,WARREN,5480,WASHINGTON BORO,16.5,20,13.8,33
A. K-6,WARREN,5530,WASHINGTON TWP,14.4,32,14.5,29
B. K-8 / 0 - 400,,,K-8 Average,16.3,,16.5,
B. K-8 / 0 - 400,ATLANTIC,1410,ESTELL MANOR CITY,6.3,64,6.3,66
B. K-8 / 0 - 400,ATLANTIC,4240,PORT REPUBLIC CITY,9.9,49,9.9,44
B. K-8 / 0 - 400,ATLANTIC,5760,WEYMOUTH TWP,12.4,31,14.2,24
B. K-8 / 0 - 400,BERGEN,80,ALPINE BORO,6.6,62,6.6,65
B. K-8 / 0 - 400,BERGEN,3350,MOONACHIE BORO,9.1,53,8.8,56
B. K-8 / 0 - 400,BERGEN,4870,SOUTH HACKENSACK TWP,16.4,10,12.6,33
B. K-8 / 0 - 400,BURLINGTON,380,BEVERLY CITY,30,1,11.2,38
B. K-8 / 0 - 400,BURLINGTON,1030,DELANCO TWP,13.5,24,12.9,30
B. K-8 / 0 - 400,BURLINGTON,3540,NEW HANOVER TWP,7.4,59,15.4,18
B. K-8 / 0 - 400,BURLINGTON,4460,RIVERTON,13.1,27,13.3,27
B. K-8 / 0 - 400,BURLINGTON,5490,WASHINGTON TWP,,,,
B. K-8 / 0 - 400,BURLINGTON,5890,WOODLAND TWP,8.2,57,6.7,62
B. K-8 / 0 - 400,CAMDEN,580,BROOKLAWN BORO,25.9,3,28,4
B. K-8 / 0 - 400,CAMDEN,1720,GIBBSBORO BORO,15.8,16,16.8,11
B. K-8 / 0 - 400,CAMDEN,2560,LAWNSIDE BORO,8.7,55,9.7,48
B. K-8 / 0 - 400,CAMDEN,3110,MERCHANTVILLE BORO,29.1,2,21.5,7
B. K-8 / 0 - 400,CAPE MAY,170,AVALON BORO,16.3,11,14.7,22
B. K-8 / 0 - 400,CAPE MAY,3680,NORTH WILDWOOD CITY,10.7,43,10.3,43
B. K-8 / 0 - 400,CAPE MAY,5060,STONE HARBOR BORO,13.4,26,12.6,33
B. K-8 / 0 - 400,CAPE MAY,5800,WILDWOOD CREST BORO,16.5,9,16.9,10
B. K-8 / 0 - 400,CAPE MAY,5840,WOODBINE BORO,12.4,31,8.4,58
B. K-8 / 0 - 400,CUMBERLAND,1020,DEERFIELD TWP,16.1,12,16.2,13
B. K-8 / 0 - 400,CUMBERLAND,1120,DOWNE TWP,15.5,17,15.5,17
B. K-8 / 0 - 400,CUMBERLAND,1820,GREENWICH TWP,4.6,66,7.4,61
B. K-8 / 0 - 400,CUMBERLAND,3050,MAURICE RIVER TWP,14.5,21,16.2,13
B. K-8 / 0 - 400,CUMBERLAND,5070,STOW CREEK TWP,12.1,33,12.8,31
B. K-8 / 0 - 400,HUDSON,1200,EAST NEWARK BORO,7.4,59,7.9,60
B. K-8 / 0 - 400,HUNTERDON,430,BLOOMSBURY BORO,16.8,8,16.8,11
B. K-8 / 0 - 400,HUNTERDON,670,CALIFON BORO,13.7,23,13.9,25
B. K-8 / 0 - 400,HUNTERDON,1600,FRANKLIN TWP,9,54,9.8,46
B. K-8 / 0 - 400,HUNTERDON,1680,FRENCHTOWN BORO,13.5,24,13.7,26
B. K-8 / 0 - 400,HUNTERDON,1970,HAMPTON BORO,11.7,35,15.3,19
B. K-8 / 0 - 400,HUNTERDON,2140,HIGH BRIDGE BORO,12,34,12.5,36
B. K-8 / 0 - 400,HUNTERDON,3180,MILFORD BORO,10.2,46,10.7,41
B. K-8 / 0 - 400,MONMOUTH,180,AVON BORO,10.5,45,8.7,57
B. K-8 / 0 - 400,MONMOUTH,500,BRADLEY BEACH BORO,11,40,10.9,39
B. K-8 / 0 - 400,MONMOUTH,1000,DEAL BORO,6.5,63,6.7,62
B. K-8 / 0 - 400,MONMOUTH,1490,FARMINGDALE BORO,15.2,19,9.2,54
B. K-8 / 0 - 400,MONMOUTH,3250,MONMOUTH BEACH BORO,9.2,52,9.5,50
B. K-8 / 0 - 400,MONMOUTH,3500,NEPTUNE CITY,18,7,18,8
B. K-8 / 0 - 400,MONMOUTH,4690,SEA GIRT BORO,11.6,37,23.7,5
B. K-8 / 0 - 400,MONMOUTH,4980,SPRING LAKE BORO,7.8,58,9.7,48
B. K-8 / 0 - 400,MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,16.1,12,17.2,9
B. K-8 / 0 - 400,MORRIS,2010,HARDING TOWNSHIP,13,28,13.3,27
B. K-8 / 0 - 400,MORRIS,3410,MOUNT ARLINGTON BORO,12.9,29,12.8,31
B. K-8 / 0 - 400,MORRIS,3520,NETCONG BORO,14,22,29.7,3
B. K-8 / 0 - 400,MORRIS,4440,RIVERDALE BORO,10.8,42,10.9,39
B. K-8 / 0 - 400,OCEAN,210,BAY HEAD BORO,7.3,61,9.1,55
B. K-8 / 0 - 400,OCEAN,2550,LAVALLETTE BORO,10.1,47,9.5,50
B. K-8 / 0 - 400,SALEM,1350,ELSINBORO TWP,11.6,37,12.6,33
B. K-8 / 0 - 400,SALEM,2800,LOWER ALLOWAYS CREEK,16.1,12,14.8,21
B. K-8 / 0 - 400,SALEM,2950,MANNINGTON TWP,15.3,18,15.3,19
B. K-8 / 0 - 400,SALEM,3860,OLDMANS TWP,12.6,30,14.6,23
B. K-8 / 0 - 400,SALEM,4280,QUINTON TWP,10.6,44,10.4,42
B. K-8 / 0 - 400,SALEM,5320,UPPER PITTSGROVE TWP,23.8,5,23.3,6
B. K-8 / 0 - 400,SUSSEX,1930,HAMBURG BORO,16.1,12,16,15
B. K-8 / 0 - 400,SUSSEX,2490,LAFAYETTE TWP,9.8,50,9.9,44
B. K-8 / 0 - 400,SUSSEX,3300,MONTAGUE TWP,11.7,35,11.8,37
B. K-8 / 0 - 400,SUSSEX,3840,OGDENSBURG BORO,8.3,56,8.2,59
B. K-8 / 0 - 400,SUSSEX,5030,STANHOPE BORO,11.4,39,13.3,27
B. K-8 / 0 - 400,UNION,5810,WINFIELD TWP,9.4,51,9.4,53
B. K-8 / 0 - 400,WARREN,70,ALPHA BORO,14.6,20,30,2
B. K-8 / 0 - 400,WARREN,2040,HARMONY TWP,25.9,3,15.8,16
B. K-8 / 0 - 400,WARREN,2250,HOPE TWP,6.3,64,6.7,62
B. K-8 / 0 - 400,WARREN,3890,OXFORD TWP,10.1,47,9.8,46
B. K-8 / 0 - 400,WARREN,4200,POHATCONG TWP,10.9,41,9.5,50
B. K-8 / 0 - 400,WARREN,5780,WHITE TWP,18.6,6,38.8,1
C. K-8 / 401 - 750,,,K-8 Average,16.3,,16.5,
C. K-8 / 401 - 750,ATLANTIC,1300,EGG HARBOR CITY,11.8,60,10.9,63
C. K-8 / 401 - 750,ATLANTIC,1540,FOLSOM BORO,12.2,57,12.5,51
C. K-8 / 401 - 750,ATLANTIC,3020,MARGATE CITY,14,39,13.6,40
C. K-8 / 401 - 750,ATLANTIC,3480,MULLICA TWP,12.5,52,12.8,48
C. K-8 / 401 - 750,BERGEN,740,CARLSTADT BORO,9.6,64,9.7,64
C. K-8 / 401 - 750,BERGEN,1070,DEMAREST BORO,18.2,13,17.3,13
C. K-8 / 401 - 750,BERGEN,1380,ENGLEWOOD CLIFFS BORO,17.6,16,13.9,37
C. K-8 / 401 - 750,BERGEN,2050,HARRINGTON PARK BORO,20.9,6,15.8,27
C. K-8 / 401 - 750,BERGEN,2090,HAWORTH BORO,46.9,1,44.6,1
C. K-8 / 401 - 750,BERGEN,2200,HO HO KUS BORO,17.7,15,15.3,28
C. K-8 / 401 - 750,BERGEN,3730,NORTHVALE BORO,20,7,17.4,12
C. K-8 / 401 - 750,BERGEN,3740,NORWOOD BORO,30.9,2,17.3,13
C. K-8 / 401 - 750,BERGEN,4470,ROCHELLE PARK TWP,15.5,30,25.1,2
C. K-8 / 401 - 750,BURLINGTON,1250,EASTAMPTON TWP,13.9,40,17.2,15
C. K-8 / 401 - 750,BURLINGTON,1910,HAINESPORT TWP,30.7,3,21.3,5
C. K-8 / 401 - 750,BURLINGTON,3070,MEDFORD LAKES BORO,11.9,58,11.5,59
C. K-8 / 401 - 750,CAMDEN,190,BARRINGTON BORO,19.9,8,16.8,19
C. K-8 / 401 - 750,CAMDEN,340,BERLIN TWP,15.4,31,13.7,38
C. K-8 / 401 - 750,CAMDEN,880,CLEMENTON BORO,18.5,12,18.3,9
C. K-8 / 401 - 750,CAMDEN,2890,MAGNOLIA BORO,21.7,5,21.8,4
C. K-8 / 401 - 750,CAMDEN,3420,MOUNT EPHRAIM BORO,8.2,65,8.9,65
C. K-8 / 401 - 750,CAMDEN,4790,SOMERDALE BORO,12.7,51,15.9,24
C. K-8 / 401 - 750,CAMDEN,5900,WOODLYNNE BORO,12.8,49,12.3,54
C. K-8 / 401 - 750,CAPE MAY,1080,DENNIS TWP,19.7,9,20.6,7
C. K-8 / 401 - 750,CUMBERLAND,950,COMMERCIAL TWP,18.7,11,17.5,11
C. K-8 / 401 - 750,CUMBERLAND,1460,FAIRFIELD TWP,29.5,4,15.3,28
C. K-8 / 401 - 750,CUMBERLAND,2270,HOPEWELL TWP,11.6,61,11.5,59
C. K-8 / 401 - 750,CUMBERLAND,2570,LAWRENCE TWP,16.6,23,23.2,3
C. K-8 / 401 - 750,GLOUCESTER,1830,GREENWICH TWP,15.3,32,14.6,32
C. K-8 / 401 - 750,HUNTERDON,20,ALEXANDRIA TWP,12.8,49,12.4,53
C. K-8 / 401 - 750,HUNTERDON,370,BETHLEHEM TWP,10.2,63,11.3,61
C. K-8 / 401 - 750,HUNTERDON,910,CLINTON-GLEN GARDNER,16.9,20,15.9,24
C. K-8 / 401 - 750,HUNTERDON,1040,DELAWARE TWP,12.4,54,12,56
C. K-8 / 401 - 750,HUNTERDON,1160,EAST AMWELL TWP,14.7,35,14.8,31
C. K-8 / 401 - 750,HUNTERDON,2220,HOLLAND TWP,17.4,18,17.1,16
C. K-8 / 401 - 750,HUNTERDON,2450,KINGWOOD TWP,14.5,36,14.4,34
C. K-8 / 401 - 750,HUNTERDON,2600,LEBANON TWP,16.2,24,16.2,22
C. K-8 / 401 - 750,HUNTERDON,5180,TEWKSBURY TWP,15.7,29,12.2,55
C. K-8 / 401 - 750,HUNTERDON,5270,UNION TWP,17.1,19,16.7,20
C. K-8 / 401 - 750,MIDDLESEX,970,CRANBURY TWP,13,46,13.2,45
C. K-8 / 401 - 750,MIDDLESEX,2370,JAMESBURG BORO,13.3,44,13.2,45
C. K-8 / 401 - 750,MIDDLESEX,3220,MILLTOWN BORO,14.9,34,17.1,16
C. K-8 / 401 - 750,MONMOUTH,270,BELMAR BORO,18,14,20.8,6
C. K-8 / 401 - 750,MONMOUTH,560,BRIELLE BORO,16.8,22,18.1,10
C. K-8 / 401 - 750,MONMOUTH,3830,OCEANPORT BORO,12.3,56,12.5,51
C. K-8 / 401 - 750,MONMOUTH,4770,SHREWSBURY BORO,15.9,27,16.2,22
C. K-8 / 401 - 750,MONMOUTH,5230,UNION BEACH,13.7,42,13.6,40
C. K-8 / 401 - 750,MONMOUTH,5640,WEST LONG BRANCH BORO,17.5,17,18.9,8
C. K-8 / 401 - 750,MORRIS,460,BOONTON TWP,12.5,52,12,56
C. K-8 / 401 - 750,MORRIS,3090,MENDHAM BORO,12.4,54,11.1,62
C. K-8 / 401 - 750,MORRIS,3380,MORRIS PLAINS BORO,14.4,37,15.3,28
C. K-8 / 401 - 750,MORRIS,4480,ROCKAWAY BORO,16,25,13.1,47
C. K-8 / 401 - 750,OCEAN,2500,LAKEHURST BORO,15.3,32,14.5,33
C. K-8 / 401 - 750,PASSAIC,420,BLOOMINGDALE BORO,11.9,58,12.8,48
C. K-8 / 401 - 750,PASSAIC,3640,NORTH HALEDON BORO,14.4,37,14.2,36
C. K-8 / 401 - 750,SALEM,60,ALLOWAY TWP,18.8,10,12.8,48
C. K-8 / 401 - 750,SOMERSET,240,BEDMINSTER TWP,13.8,41,13.6,40
C. K-8 / 401 - 750,SOMERSET,4850,SOUTH BOUND BROOK,13.2,45,16.6,21
C. K-8 / 401 - 750,SOMERSET,5540,WATCHUNG BORO,15.8,28,15.9,24
C. K-8 / 401 - 750,SUSSEX,90,ANDOVER REG,13,46,12,56
C. K-8 / 401 - 750,SUSSEX,1560,FRANKFORD TWP,16.9,20,16.9,18
C. K-8 / 401 - 750,SUSSEX,1570,FRANKLIN BORO,13,46,13.3,44
C. K-8 / 401 - 750,SUSSEX,1800,GREEN TWP,10.4,62,14.3,35
C. K-8 / 401 - 750,UNION,1710,GARWOOD BORO,13.6,43,13.5,43
C. K-8 / 401 - 750,WARREN,30,ALLAMUCHY TWP,16,25,13.7,38
D. K-8 / 751 +,,,K-8 Average,16.3,,16.5,
D. K-8 / 751 +,ATLANTIC,10,ABSECON CITY,18.3,30,18,39
D. K-8 / 751 +,ATLANTIC,570,BRIGANTINE CITY,16,54,15.7,60
D. K-8 / 751 +,ATLANTIC,1690,GALLOWAY TWP,20.4,12,21.8,12
D. K-8 / 751 +,ATLANTIC,1940,HAMILTON TWP,21.2,9,23,8
D. K-8 / 751 +,ATLANTIC,2680,LINWOOD CITY,15.6,57,15.5,61
D. K-8 / 751 +,ATLANTIC,3720,NORTHFIELD CITY,21.4,8,22.2,10
D. K-8 / 751 +,ATLANTIC,4800,SOMERS POINT CITY,16.5,45,16.6,51
D. K-8 / 751 +,ATLANTIC,5350,VENTNOR CITY,18,34,21.4,15
D. K-8 / 751 +,BERGEN,40,ALLENDALE BORO,14.8,66,14.7,69
D. K-8 / 751 +,BERGEN,930,CLOSTER BORO,16,54,17.1,48
D. K-8 / 751 +,BERGEN,1230,EAST RUTHERFORD BORO,12.6,82,15.2,62
D. K-8 / 751 +,BERGEN,1470,FAIRVIEW BORO,12.2,84,13.4,76
D. K-8 / 751 +,BERGEN,1580,FRANKLIN LAKES BORO,18.5,27,18.2,36
D. K-8 / 751 +,BERGEN,2180,HILLSDALE BORO,16.5,45,19.8,19
D. K-8 / 751 +,BERGEN,2710,LITTLE FERRY BORO,14,75,13.2,80
D. K-8 / 751 +,BERGEN,3060,MAYWOOD BORO,18.7,22,24.7,2
D. K-8 / 751 +,BERGEN,3330,MONTVALE BORO,14.5,68,14.9,67
D. K-8 / 751 +,BERGEN,3760,OAKLAND BORO,18.5,27,19,29
D. K-8 / 751 +,BERGEN,3850,OLD TAPPAN BORO,15.7,56,14.4,72
D. K-8 / 751 +,BERGEN,4430,RIVER VALE TWP,22.9,4,21.7,13
D. K-8 / 751 +,BERGEN,5330,UPPER SADDLE RIVER BORO,13.7,76,13.9,74
D. K-8 / 751 +,BERGEN,5880,WOODCLIFF LAKE BORO,12.2,84,13.3,78
D. K-8 / 751 +,BERGEN,5920,WYCKOFF TWP,20.6,11,17.6,44
D. K-8 / 751 +,BURLINGTON,1280,EDGEWATER PARK TWP,11.1,87,11,86
D. K-8 / 751 +,BURLINGTON,1420,EVESHAM TWP,19.1,18,18.5,34
D. K-8 / 751 +,BURLINGTON,2850,LUMBERTON TWP,15,63,13.4,76
D. K-8 / 751 +,BURLINGTON,3080,MEDFORD TWP,17.4,39,18.8,32
D. K-8 / 751 +,BURLINGTON,3430,MOUNT HOLLY TWP,12.5,83,14.5,71
D. K-8 / 751 +,BURLINGTON,3440,MOUNT LAUREL TWP,18,34,18.5,34
D. K-8 / 751 +,BURLINGTON,4740,SHAMONG TWP,16.1,52,17.7,42
D. K-8 / 751 +,BURLINGTON,4930,SOUTHAMPTON TWP,13.2,80,13.3,78
