CONAME,DIST,DISTNAME,EXP11A,ADE11A,PP11A,RK11A,EXP21A,ADE21A,PP21A,RK21A,BOTY,DM
HUNTERDON,910,CLINTON TOWN - GLEN GARDNER,8450966,510.9,16541,30,8570266,496.1,17275,33,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,920,CLINTON TWP,29333245,1686.5,17393,75,30182384,1574.4,19170,81,"E. K-8|K-8,751+",EK-8K-8751plus
HUNTERDON,1040,DELAWARE TWP,9133699,464.6,19658,59,9379770,427.4,21948,64,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,1050,DELAWARE VALLEY REGIONAL,18541229,1020.4,18170,14,18997660,968.4,19618,22,"G. G9-12|7-12,9-12",GG9-127-129-12
HUNTERDON,1160,EAST AMWELL TWP,8121107,477.4,17012,38,8231486,448.2,18365,44,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,1510,FLEMINGTON-RARITAN REG,58337744,3640.5,16025,48,59460978,3557.9,16713,52,"E. K-8|K-8,751+",EK-8K-8751plus
HUNTERDON,1600,FRANKLIN TWP,6144972,310.2,19813,48,6358216,302,21054,53,"C. K-8|K-8,0-400",CK-8K-80-400
HUNTERDON,1680,FRENCHTOWN BORO,2779622,165.4,16801,27,2902647,158,18374,35,"C. K-8|K-8,0-400",CK-8K-80-400
HUNTERDON,1970,HAMPTON BORO,3275104,130.2,25148,65,3275830,112.1,29227,63,"C. K-8|K-8,0-400",CK-8K-80-400
HUNTERDON,2140,HIGH BRIDGE BORO,7761374,391.4,19829,49,7979091,389.7,20475,47,"C. K-8|K-8,0-400",CK-8K-80-400
HUNTERDON,2220,HOLLAND TWP,11264751,657.9,17123,39,11516911,649.9,17721,39,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,2300,HUNTERDON CENTRAL REG,60726898,2953.1,20564,34,61339414,2942.6,20846,31,"G. G9-12|7-12,9-12",GG9-127-129-12
HUNTERDON,2308,HUNTERDON CO VOCATIONAL,4417485,503.8,8768,1,4515146,443.6,10178,1,Q. COUNTY VOC,QCOUNTYVOC
HUNTERDON,2450,KINGWOOD TWP,7371574,429.3,17170,41,7908507,413.7,19115,49,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,2530,LAMBERTVILLE CITY,3258802,184.2,17694,42,3545203,208.3,17022,33,A. K-6|K-6,AK-6K-6
HUNTERDON,2590,LEBANON BORO,2594598,106,24477,57,2677792,112.1,23889,57,B. K-8|K-6,BK-8K-6
HUNTERDON,2600,LEBANON TWP,13102442,763.6,17159,40,13375554,734.9,18201,41,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,3180,MILFORD BORO,2211605,120.1,18417,38,2235394,124,18027,34,"C. K-8|K-8,0-400",CK-8K-80-400
HUNTERDON,3660,N HUNT/VOORHEES REGIONAL,51483901,2849.5,18067,12,53463717,2900.1,18435,15,"G. G9-12|7-12,9-12",GG9-127-129-12
HUNTERDON,4350,READINGTON TWP,33834439,2039.5,16589,62,33281724,1966.2,16927,56,"E. K-8|K-8,751+",EK-8K-8751plus
HUNTERDON,4890,SOUTH HUNTERDON REGIONAL,10820219,361.6,29921,47,11031191,375.2,29398,47,"F. G7-12|7-12,9-12",FG7-127-129-12
HUNTERDON,5050,STOCKTON BORO,816363,41.2,19820,53,928428,47.3,19610,50,A. K-6|K-6,AK-6K-6
HUNTERDON,5180,TEWKSBURY TWP,13315209,749.6,17763,47,13593388,710.8,19125,50,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,5270,UNION TWP,10339392,521.3,19833,60,10251842,533.5,19216,52,"D. K-8|K-8,401-750",DK-8K-8401-750
HUNTERDON,5600,WEST AMWELL TWP,4592383,247.5,18557,47,4440394,248.3,17880,41,A. K-6|K-6,AK-6K-6
MERCER,1245,EAST WINDSOR REGIONAL,84528910,5109.1,16545,49,86268803,5075.7,16996,42,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,1430,EWING TWP,64207130,3782.4,16975,56,70167850,3744.7,18738,74,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,1950,HAMILTON TWP,185048800,12765,14497,11,191887911,12546.4,15294,16,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,2280,HOPEWELL VALLEY REGIONAL,77306035,3894.3,19851,89,79898882,3854,20731,90,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,2580,LAWRENCE TWP,72295874,4004.9,18052,77,74640355,4051.1,18425,66,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,3103,MERCER CO SPECIAL SERVICE,42091527,661,63675,7,40924307,640,63948,7,P. CSSD,PCSSD
MERCER,3105,MERCER COUNTY VOCATIONAL,9487828,540.5,17553,6,11157885,430.3,25932,18,Q. COUNTY VOC,QCOUNTYVOC
MERCER,4255,PRINCETON REGIONAL,78060264,3458.6,22570,102,80263604,3430.8,23395,101,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,5210,TRENTON CITY,276937777,13615.3,20340,93,285038315,13967.9,20407,89,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,5510,ROBBINSVILLE TWP,39940837,2834.5,14091,3,42452941,2886,14710,3,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MERCER,5715,W WINDSOR-PLAINSBORO REG,160408690,9882.4,16232,43,165491850,9755.6,16964,41,"N. K-12|K-12,3500+",NK-12K-123500plus
MERCER,6017,FOUNDATION ACADEMY CHARTER SCHOOL,3150995,201.2,15662,43,4817811,309.9,15548,32,O. CHARTER,OCHARTER
MERCER,6025,PAUL ROBESON CHARTER SCHOOL FOR THE HUMA,3604881,274.9,13115,16,4781018,297.1,16090,37,O. CHARTER,OCHARTER
MERCER,6810,INTERNATIONAL CHARTER SCHOOL OF TRENTON,1678137,89.6,18736,65,1744057,89.4,19510,62,O. CHARTER,OCHARTER
MERCER,7500,PACE CHARTER SCHOOL OF HAMILTON,1393776,110,12671,14,1584211,114.9,13791,18,O. CHARTER,OCHARTER
MERCER,7540,PRINCETON CHARTER SCHOOL,5088590,343.9,14797,31,5574360,343.7,16220,38,O. CHARTER,OCHARTER
MERCER,8140,VILLAGE CHARTER SCHOOL,5567332,357.7,15566,40,5975840,357.9,16697,46,O. CHARTER,OCHARTER
MIDDLESEX,750,CARTERET BORO,58880610,3877,15187,24,57436217,3849,14922,10,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,970,CRANBURY TWP,17608065,879.9,20012,61,17937993,848,21154,61,"J. K-12|K-8,401-750",JK-12K-8401-750
MIDDLESEX,1140,DUNELLEN BORO,16891661,1131.4,14930,5,17206281,1177.2,14616,3,"L. K-12|K-12,0-1800",LK-12K-120-1800
MIDDLESEX,1170,EAST BRUNSWICK TWP,148509950,8597.9,17273,61,148109201,8316.5,17809,56,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,1290,EDISON TWP,216217889,14398.8,15016,18,235440031,14414.7,16333,33,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,2150,HIGHLAND PARK BORO,29968166,1489.5,20120,41,30386887,1506.4,20172,39,"L. K-12|K-12,0-1800",LK-12K-120-1800
MIDDLESEX,2370,JAMESBURG BORO,12794943,893.6,14318,16,13335213,895.5,14891,19,"K. K-12|K-8,751+",KK-12K-8751plus
MIDDLESEX,3120,METUCHEN BORO,36011703,2068.3,17411,51,37154038,2163.7,17171,36,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MIDDLESEX,3140,MIDDLESEX BORO,31868778,2133.3,14939,10,33044245,2171.3,15219,8,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MIDDLESEX,3150,MIDDLESEX CO VOCATIONAL,46466098,2048.5,22683,15,46201650,2001.6,23082,13,Q. COUNTY VOC,QCOUNTYVOC
MIDDLESEX,3220,MILLTOWN BORO,15046261,990.8,15186,11,14843194,962.1,15428,9,"J. K-12|K-8,401-750",JK-12K-8401-750
MIDDLESEX,3290,MONROE TWP,103610021,5717.3,18122,78,108150135,5915.4,18283,65,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,3530,NEW BRUNSWICK CITY,176802265,8840.8,19998,90,182105763,9002.2,20229,86,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,3620,NORTH BRUNSWICK TWP,94268692,6027.1,15641,32,94778913,6125.6,15473,19,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,3845,OLD BRIDGE TWP,144048074,9543.8,15093,19,150400741,9299.4,16173,29,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,4090,PERTH AMBOY CITY,189895079,10695.8,17754,69,187155250,10689.5,17508,52,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,4130,PISCATAWAY TWP,110060753,7248,15185,23,112150784,7340.6,15278,15,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,4660,SAYREVILLE BORO,84601731,6002.8,14094,4,88894696,6076.7,14629,7,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,4830,SOUTH AMBOY CITY,17451059,1161.4,15026,8,17457247,1185.6,14724,4,"L. K-12|K-12,0-1800",LK-12K-120-1800
MIDDLESEX,4860,SOUTH BRUNSWICK TWP,138216424,9104.9,15180,22,140471583,9116,15409,18,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,4910,SOUTH PLAINFIELD BORO,55313886,3759.8,14712,14,56345862,3669.1,15357,17,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,4920,SOUTH RIVER BORO,30026768,2366.7,12687,1,31781978,2353.1,13507,1,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MIDDLESEX,4970,SPOTSWOOD,27352050,1832.2,14928,4,28258385,1803.5,15669,10,"L. K-12|K-12,0-1800",LK-12K-120-1800
MIDDLESEX,5850,WOODBRIDGE TWP,194278969,13207.2,14710,13,208738097,13284.8,15713,23,"N. K-12|K-12,3500+",NK-12K-123500plus
MIDDLESEX,6032,ACADEMY FOR URBAN LEADERSHIP CHARTER HIG,1459369,99.3,14697,30,2728511,199,13711,15,O. CHARTER,OCHARTER
MIDDLESEX,6041,HATIKVAH INTERNATIONAL ACADEMY CHARTER S,1385343,98.1,14122,23,1871514,148.4,12611,7,O. CHARTER,OCHARTER
MIDDLESEX,6635,GREATER BRUNSWICK CHARTER SCHOOL,4468127,298.4,14974,33,5334097,348,15328,30,O. CHARTER,OCHARTER
MONMOUTH,100,ASBURY PARK CITY,75531220,2581.8,29256,67,76745865,2516.1,30502,67,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MONMOUTH,130,ATLANTIC HIGHLANDS BORO,5423580,312.3,17365,40,5710356,328.3,17394,36,A. K-6|K-6,AK-6K-6
MONMOUTH,180,AVON BORO,3862634,204.1,18927,41,4016128,197.9,20296,45,"I. K-12|K-8,0-400",IK-12K-80-400
MONMOUTH,270,BELMAR BORO,12448808,716.6,17372,43,12485040,710.5,17573,37,"J. K-12|K-8,401-750",JK-12K-8401-750
MONMOUTH,500,BRADLEY BEACH BORO,7037963,358.8,19613,44,7277917,372.3,19547,42,"I. K-12|K-8,0-400",IK-12K-80-400
MONMOUTH,560,BRIELLE BORO,13143877,923.2,14237,6,13940281,877.2,15891,16,"J. K-12|K-8,401-750",JK-12K-8401-750
MONMOUTH,945,COLTS NECK TWP,24086570,1238.4,19450,84,24599954,1200.8,20486,86,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,1000,DEAL BORO,2719425,115.8,23475,59,3675457,136.2,26982,62,"I. K-12|K-8,0-400",IK-12K-80-400
MONMOUTH,1260,EATONTOWN BORO,21321757,1071.6,19898,85,21297807,1056.5,20160,85,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,1440,FAIR HAVEN BORO,13460772,1013.8,13278,7,14162976,1025.2,13815,8,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,1490,FARMINGDALE BORO,2561085,157.6,16252,18,2510337,154.1,16291,15,"C. K-8|K-8,0-400",CK-8K-80-400
MONMOUTH,1640,FREEHOLD BORO,23082292,1420.5,16250,57,22062549,1490.8,14799,16,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,1650,FREEHOLD REGIONAL,180826134,11774.5,15357,3,185630257,11230.3,16529,4,"G. G9-12|7-12,9-12",GG9-127-129-12
MONMOUTH,1660,FREEHOLD TWP,69851463,4398.7,15880,43,70447071,4299.5,16385,46,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,2105,HAZLET TWP,51014576,3300.5,15457,18,51596326,3214.5,16051,16,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MONMOUTH,2120,HENRY HUDSON REGIONAL,9777611,403.1,24254,44,9635697,368.4,26156,46,"F. G7-12|7-12,9-12",FG7-127-129-12
MONMOUTH,2160,HIGHLANDS BORO,3922369,203,19318,50,4068722,195.1,20850,53,A. K-6|K-6,AK-6K-6
MONMOUTH,2230,HOLMDEL TWP,58328910,3245.6,17972,55,60288397,3183.6,18937,56,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MONMOUTH,2290,HOWELL TWP,113448236,6731.1,16854,65,114770973,6555.7,17507,64,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,2400,KEANSBURG BORO,40943671,1742.1,23502,46,44511124,1695.4,26255,46,"L. K-12|K-12,0-1800",LK-12K-120-1800
MONMOUTH,2430,KEYPORT BORO,20440514,1119.6,18257,34,20468866,1135.5,18027,30,"L. K-12|K-12,0-1800",LK-12K-120-1800
MONMOUTH,2720,LITTLE SILVER BORO,12658059,794,15941,46,13078253,811.9,16109,40,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,2770,LONG BRANCH CITY,107883285,5356.6,20140,92,113377121,5389.3,21038,92,"N. K-12|K-12,3500+",NK-12K-123500plus
MONMOUTH,2920,MANALAPAN-ENGLISHTOWN REG,80115797,5320.5,15058,30,81164914,5220.1,15549,25,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,2930,MANASQUAN BORO,26032619,1702.3,15293,9,26995106,1676.6,16101,13,"L. K-12|K-12,0-1800",LK-12K-120-1800
MONMOUTH,3030,MARLBORO TWP,86080099,5795.2,14854,26,84918489,5644.6,15044,22,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,3040,MATAWAN-ABERDEEN REGIONAL,62386419,3856.9,16175,40,63696840,3917.7,16259,31,"N. K-12|K-12,3500+",NK-12K-123500plus
MONMOUTH,3160,MIDDLETOWN TWP,157328030,10368.6,15174,21,162619807,10187.4,15963,28,"N. K-12|K-12,3500+",NK-12K-123500plus
MONMOUTH,3200,MILLSTONE TWP,37471618,2204.4,16998,69,37933071,2118.7,17904,73,"K. K-12|K-8,751+",KK-12K-8751plus
MONMOUTH,3250,MONMOUTH BEACH BORO,4476624,310.5,14415,8,4347777,314.7,13816,1,"C. K-8|K-8,0-400",CK-8K-80-400
MONMOUTH,3260,MONMOUTH CO VOCATIONAL,47087383,2143.9,21963,14,46305201,2163.8,21400,9,Q. COUNTY VOC,QCOUNTYVOC
MONMOUTH,3270,MONMOUTH REGIONAL,24920840,1051.6,23698,42,26564820,1016.5,26134,45,"G. G9-12|7-12,9-12",GG9-127-129-12
MONMOUTH,3500,NEPTUNE CITY,7927229,554,14309,7,8738268,571.7,15286,8,"J. K-12|K-8,401-750",JK-12K-8401-750
MONMOUTH,3510,NEPTUNE TWP,95004491,4573.4,20773,94,103787865,4485.7,23138,99,"N. K-12|K-12,3500+",NK-12K-123500plus
MONMOUTH,3810,OCEAN TWP,71515894,4063.7,17599,65,73725672,3980.7,18521,68,"N. K-12|K-12,3500+",NK-12K-123500plus
MONMOUTH,3830,OCEANPORT BORO,10113888,658,15370,15,10393302,649.3,16006,18,"D. K-8|K-8,401-750",DK-8K-8401-750
MONMOUTH,4360,RED BANK BORO,19503171,1090.7,17881,78,19463917,1156.2,16835,54,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,4365,RED BANK REGIONAL,26983972,1134.9,23776,43,28156345,1166.4,24139,42,"G. G9-12|7-12,9-12",GG9-127-129-12
MONMOUTH,4520,ROOSEVELT BORO,2574395,133.2,19323,51,2436457,153.2,15905,22,H. K-12|K-6,HK-12K-6
MONMOUTH,4570,RUMSON BORO,15663738,993.9,15761,41,15849632,999.5,15858,34,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,4580,RUMSON-FAIR HAVEN REG,17490198,958.4,18250,15,18407868,915.9,20097,28,"G. G9-12|7-12,9-12",GG9-127-129-12
MONMOUTH,4690,SEA GIRT BORO,4630479,235.9,19630,45,4609103,225.4,20445,46,"I. K-12|K-8,0-400",IK-12K-80-400
MONMOUTH,4760,SHORE REGIONAL,16709295,679.1,24604,46,16461955,667.7,24656,43,"G. G9-12|7-12,9-12",GG9-127-129-12
MONMOUTH,4770,SHREWSBURY BORO,7886427,494.9,15935,28,8343243,486.1,17164,32,"D. K-8|K-8,401-750",DK-8K-8401-750
MONMOUTH,4980,SPRING LAKE BORO,6781611,344.7,19677,46,6896582,333,20710,49,"I. K-12|K-8,0-400",IK-12K-80-400
MONMOUTH,4990,SPRING LAKE HEIGHTS BORO,7963623,514.7,15472,14,8443924,497.9,16960,22,"I. K-12|K-8,0-400",IK-12K-80-400
MONMOUTH,5185,TINTON FALLS,24879444,1566.1,15886,44,26827518,1562.6,17168,57,"E. K-8|K-8,751+",EK-8K-8751plus
MONMOUTH,5230,UNION BEACH,16464739,1088.4,15127,10,17335331,1064.3,16287,23,"J. K-12|K-8,401-750",JK-12K-8401-750
MONMOUTH,5310,UPPER FREEHOLD REGIONAL,38438730,2351.9,16344,35,40570576,2346.7,17288,37,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MONMOUTH,5420,WALL TWP,67733219,4109,16484,47,69138071,3972.8,17403,48,"N. K-12|K-12,3500+",NK-12K-123500plus
MONMOUTH,5640,WEST LONG BRANCH BORO,10123404,610,16596,33,11105510,606.6,18307,43,"D. K-8|K-8,401-750",DK-8K-8401-750
MONMOUTH,6010,ACADEMY CHARTER HIGH SCHOOL,3538188,182.7,19362,67,3581632,187.1,19143,60,O. CHARTER,OCHARTER
MONMOUTH,6740,HOPE ACADEMY CHARTER SCHOOL,3536709,191,18517,64,3793617,199.6,19002,59,O. CHARTER,OCHARTER
MONMOUTH,7720,RED BANK CHARTER SCHOOL,2708048,175.4,15438,38,2951204,175.5,16818,47,O. CHARTER,OCHARTER
MORRIS,450,BOONTON TOWN,26295339,1279,20559,42,26825792,1303.2,20584,41,"L. K-12|K-12,0-1800",LK-12K-120-1800
MORRIS,460,BOONTON TWP,12567513,802.4,15662,21,12782067,765,16708,27,"J. K-12|K-8,401-750",JK-12K-8401-750
MORRIS,630,BUTLER BORO,21686631,1147.3,18903,40,21815055,1145,19053,38,"L. K-12|K-12,0-1800",LK-12K-120-1800
MORRIS,785,SCH DIST OF THE CHATHAMS,61663979,4027.6,15310,28,64576296,4102.1,15742,24,"N. K-12|K-12,3500+",NK-12K-123500plus
MORRIS,820,CHESTER TWP,23062685,1370,16834,64,23206690,1317.7,17612,67,"E. K-8|K-8,751+",EK-8K-8751plus
MORRIS,1090,DENVILLE TWP,27416749,1813,15123,31,28308163,1807,15666,29,"E. K-8|K-8,751+",EK-8K-8751plus
MORRIS,1110,DOVER TOWN,44870790,2969.6,15110,12,47935236,2955.1,16221,17,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MORRIS,1190,EAST HANOVER TWP,19932527,1127.2,17684,76,19814224,1125.3,17609,66,"E. K-8|K-8,751+",EK-8K-8751plus
MORRIS,1530,FLORHAM PARK BORO,17633555,1034.2,17051,70,18041717,1022.8,17639,69,"E. K-8|K-8,751+",EK-8K-8751plus
MORRIS,1990,HANOVER PARK REGIONAL,31420874,1457.6,21556,39,32724036,1518.6,21549,33,"G. G9-12|7-12,9-12",GG9-127-129-12
MORRIS,2000,HANOVER TWP,24628877,1524.2,16158,52,24662040,1502.4,16416,47,"E. K-8|K-8,751+",EK-8K-8751plus
MORRIS,2010,HARDING TOWNSHIP,10285085,428.4,24008,61,10363664,452.1,22922,57,"I. K-12|K-8,0-400",IK-12K-80-400
MORRIS,2380,JEFFERSON TWP,57508138,3573.2,16094,28,61151294,3487.1,17536,41,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MORRIS,2460,KINNELON BORO,37078698,2221.3,16692,40,38437030,2178.9,17641,44,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MORRIS,2650,LINCOLN PARK BORO,20056584,1212.7,16538,61,20543306,1178.4,17433,62,"K. K-12|K-8,751+",KK-12K-8751plus
MORRIS,2870,MADISON BORO,41132161,2401.2,17130,44,41308231,2462.2,16777,28,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MORRIS,3090,MENDHAM BORO,10889910,696.4,15637,20,10876628,672,16186,22,"D. K-8|K-8,401-750",DK-8K-8401-750
MORRIS,3100,MENDHAM TWP,17495998,864.7,20234,86,17569295,805.7,21806,88,"E. K-8|K-8,751+",EK-8K-8751plus
MORRIS,3240,MINE HILL TWP,8716519,605.9,14386,16,10036394,637.2,15751,20,H. K-12|K-6,HK-12K-6
MORRIS,3340,MONTVILLE TWP,70829904,4264.1,16611,50,70380968,4183,16825,40,"N. K-12|K-12,3500+",NK-12K-123500plus
MORRIS,3365,MORRIS COUNTY VOCATIONAL,18627915,939.2,19833,11,19266249,942.7,20438,8,Q. COUNTY VOC,QCOUNTYVOC
MORRIS,3370,MORRIS HILLS REGIONAL,61112493,2844,21488,38,63355663,2802.4,22607,39,"G. G9-12|7-12,9-12",GG9-127-129-12
MORRIS,3380,MORRIS PLAINS BORO,15400136,879,17520,44,15903657,871.5,18249,42,"J. K-12|K-8,401-750",JK-12K-8401-750
MORRIS,3385,MORRIS SCHOOL DISTRICT,100360268,4987.8,20121,91,98667943,5029.2,19619,80,"N. K-12|K-12,3500+",NK-12K-123500plus
MORRIS,3410,MOUNT ARLINGTON BORO,10096520,575.2,17553,33,10368953,551.9,18788,38,"I. K-12|K-8,0-400",IK-12K-80-400
MORRIS,3450,MOUNT OLIVE TWP,83191851,4908.2,16949,55,86656996,4774.2,18151,61,"N. K-12|K-12,3500+",NK-12K-123500plus
MORRIS,3460,MOUNTAIN LAKES BORO,37085773,1655.8,22398,45,37490433,1635.6,22922,43,"L. K-12|K-12,0-1800",LK-12K-120-1800
MORRIS,3520,NETCONG BORO,4241163,287.3,14762,9,4552788,284.4,16011,12,"C. K-8|K-8,0-400",CK-8K-80-400
MORRIS,3950,PARSIPPANY-TROY HILLS TWP,133118645,7396.9,17997,76,137638157,7368.3,18680,73,"N. K-12|K-12,3500+",NK-12K-123500plus
MORRIS,4000,LONG HILL TWP,16334275,949.7,17200,74,17050085,929.8,18338,77,"E. K-8|K-8,751+",EK-8K-8751plus
MORRIS,4080,PEQUANNOCK TWP,38272900,2353.8,16260,33,38683424,2292.4,16874,32,"M. K-12|K-12,1800-3500",MK-12K-121800-3500
MORRIS,4330,RANDOLPH TWP,84309416,5353.2,15749,34,91417769,5276.2,17326,47,"N. K-12|K-12,3500+",NK-12K-123500plus
MORRIS,4440,RIVERDALE BORO,7010947,425.2,16488,22,7464624,450.5,16569,19,"I. K-12|K-8,0-400",IK-12K-80-400
MORRIS,4480,ROCKAWAY BORO,8045430,670.4,12001,1,8517508,663,12847,1,"D. K-8|K-8,401-750",DK-8K-8401-750
MORRIS,4490,ROCKAWAY TWP,44281799,2578.8,17172,73,46723175,2507,18637,78,"E. K-8|K-8,751+",EK-8K-8751plus
